Student Name,College / University Name,Degree,Specialization,Graduation Year,Location,Skills,Certifications,Internship Experience,LinkedIn Profile URL
Arjun Joshi,Shaheed Sukhdev College of Business Studies,MBA,Management Consulting,2025,"Mumbai, Maharashtra","Strategic Frameworks, Case Analysis, Market Entry, Operations Strategy",Google Project Management Certificate,Financial Analyst Intern at Flipkart (2 Months),https://www.linkedin.com/in/arjun-joshi-100
Tanvi Singh,Shaheed Sukhdev College of Business Studies,BBA,Data Analytics,2027,"Chennai, Tamil Nadu","SQL, Excel, Tableau, Data Cleaning, Python",None,Operations Consultant Intern at Deloitte (5 Months),https://www.linkedin.com/in/tanvi-singh-326
Ananya Verma,NMIMS Mumbai,MBA,Operations & Supply Chain,2027,Delhi NCR,"Supply Chain Optimization, Lean Six Sigma, Logistics, Inventory Management",None,HR Generalist Intern at Reliance Industries (5 Months),https://www.linkedin.com/in/ananya-verma-692
Tanvi Mishra,SPJIMR Mumbai,MBA,Operations & Supply Chain,2026,Delhi NCR,"Supply Chain Optimization, Lean Six Sigma, Logistics, Inventory Management",None,HR Generalist Intern at Amazon (4 Months),https://www.linkedin.com/in/tanvi-mishra-151
Rohan Gupta,Delhi University,MBA,Human Resources,2026,"Chennai, Tamil Nadu","Talent Acquisition, Employee Engagement, Labor Laws, Performance Management",Google Project Management Certificate,None,https://www.linkedin.com/in/rohan-gupta-549
Aarav Patel,SPJIMR Mumbai,BBA,General Management,2025,Delhi NCR,"Business Strategy, Leadership, Financial Accounting, Operations Management",Project Management Professional (PMP) Basics,HR Generalist Intern at Amazon (3 Months),https://www.linkedin.com/in/aarav-patel-823
Diya Chawla,IIM Calcutta,BBA,Marketing,2024,"Pune, Maharashtra","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",HubSpot Inbound Marketing,Financial Analyst Intern at HDFC Bank (4 Months),https://www.linkedin.com/in/diya-chawla-135
Siddharth Mehta,IIM Calcutta,MBA,Marketing,2026,"Chennai, Tamil Nadu","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",Google Digital Marketing Certified,Operations Consultant Intern at ICICI Bank (5 Months),https://www.linkedin.com/in/siddharth-mehta-847
Isha Reddy,IIM Calcutta,MBA,Marketing,2024,"Bengaluru, Karnataka","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",None,Operations Consultant Intern at Amazon (5 Months),https://www.linkedin.com/in/isha-reddy-665
Kriti Patel,Shaheed Sukhdev College of Business Studies,MBA,Marketing,2026,"Pune, Maharashtra","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",HubSpot Inbound Marketing,Business Analyst Intern at EY (5 Months),https://www.linkedin.com/in/kriti-patel-104
Pooja Verma,NMIMS Mumbai,BBA,Data Analytics,2025,"Bengaluru, Karnataka","SQL, Excel, Tableau, Data Cleaning, Python",None,Operations Consultant Intern at EY (6 Months),https://www.linkedin.com/in/pooja-verma-430
Isha Chawla,IIM Ahmedabad,MBA,Finance,2025,"Mumbai, Maharashtra","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",None,HR Generalist Intern at ICICI Bank (6 Months),https://www.linkedin.com/in/isha-chawla-838
Diya Mehta,Christ University,BBA,Marketing,2025,"Pune, Maharashtra","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",Product Management Certificate,Operations Consultant Intern at Reliance Industries (4 Months),https://www.linkedin.com/in/diya-mehta-260
Pooja Mehta,SPJIMR Mumbai,MBA,Management Consulting,2027,"Hyderabad, Telangana","Strategic Frameworks, Case Analysis, Market Entry, Operations Strategy",None,Financial Analyst Intern at PwC (6 Months),https://www.linkedin.com/in/pooja-mehta-976
Siddharth Nair,Shaheed Sukhdev College of Business Studies,MBA,Operations & Supply Chain,2026,Delhi NCR,"Supply Chain Optimization, Lean Six Sigma, Logistics, Inventory Management",None,None,https://www.linkedin.com/in/siddharth-nair-546
Aarav Gupta,SPJIMR Mumbai,BBA,General Management,2026,"Mumbai, Maharashtra","Business Strategy, Leadership, Financial Accounting, Operations Management",None,HR Generalist Intern at EY (3 Months),https://www.linkedin.com/in/aarav-gupta-419
Diya Mishra,SPJIMR Mumbai,BBA,Finance,2026,"Mumbai, Maharashtra","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",None,Business Analyst Intern at Amazon (5 Months),https://www.linkedin.com/in/diya-mishra-751
Kriti Singh,NMIMS Mumbai,MBA,Marketing,2027,"Pune, Maharashtra","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",Product Management Certificate,Operations Consultant Intern at Reliance Industries (4 Months),https://www.linkedin.com/in/kriti-singh-430
Ananya Nair,XLRI Jamshedpur,MBA,Finance,2026,"Mumbai, Maharashtra","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",Financial Modeling & Valuation Analyst (FMVA),Business Analyst Intern at Flipkart (6 Months),https://www.linkedin.com/in/ananya-nair-582
Vikram Kapoor,IIM Ahmedabad,MBA,Marketing,2026,"Chennai, Tamil Nadu","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",HubSpot Inbound Marketing,Financial Analyst Intern at Tata Consultancy Services (6 Months),https://www.linkedin.com/in/vikram-kapoor-437
Diya Patel,SPJIMR Mumbai,MBA,Business Analytics,2026,"Pune, Maharashtra","Python, SQL, Tableau, Power BI, Predictive Modeling, Machine Learning",Microsoft Certified: Power BI Data Analyst,Business Analyst Intern at Tata Consultancy Services (5 Months),https://www.linkedin.com/in/diya-patel-205
Sneha Mishra,SPJIMR Mumbai,BBA,General Management,2025,"Chennai, Tamil Nadu","Business Strategy, Leadership, Financial Accounting, Operations Management",None,None,https://www.linkedin.com/in/sneha-mishra-538
Arjun Singh,Symbiosis International University,BBA,Digital Marketing,2024,"Chennai, Tamil Nadu","Social Media Marketing, Google Ads, Content Strategy, Copywriting",None,None,https://www.linkedin.com/in/arjun-singh-167
Arjun Gupta,Shaheed Sukhdev College of Business Studies,MBA,Finance,2026,"Bengaluru, Karnataka","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",NCFM Certification,Business Analyst Intern at KPMG (2 Months),https://www.linkedin.com/in/arjun-gupta-964
Amit Gupta,FMS Delhi,MBA,Marketing,2024,Delhi NCR,"Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",HubSpot Inbound Marketing,None,https://www.linkedin.com/in/amit-gupta-882
Tanvi Joshi,Symbiosis International University,BBA,Finance,2026,"Bengaluru, Karnataka","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",CFA Level 1,None,https://www.linkedin.com/in/tanvi-joshi-549
Arjun Patel,Delhi University,BBA,Marketing,2025,"Chennai, Tamil Nadu","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",Google Digital Marketing Certified,HR Generalist Intern at Amazon (4 Months),https://www.linkedin.com/in/arjun-patel-994
Rohan Sen,NMIMS Mumbai,MBA,Marketing,2027,"Hyderabad, Telangana","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",Google Digital Marketing Certified,HR Generalist Intern at KPMG (4 Months),https://www.linkedin.com/in/rohan-sen-406
Ananya Singh,IIM Bangalore,MBA,Finance,2025,"Mumbai, Maharashtra","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",Financial Modeling & Valuation Analyst (FMVA),None,https://www.linkedin.com/in/ananya-singh-349
Rohan Verma,Delhi University,BBA,General Management,2025,"Bengaluru, Karnataka","Business Strategy, Leadership, Financial Accounting, Operations Management",Project Management Professional (PMP) Basics,HR Generalist Intern at PwC (5 Months),https://www.linkedin.com/in/rohan-verma-261
Aarav Singh,Shaheed Sukhdev College of Business Studies,MBA,Human Resources,2027,"Bengaluru, Karnataka","Talent Acquisition, Employee Engagement, Labor Laws, Performance Management",None,HR Generalist Intern at KPMG (4 Months),https://www.linkedin.com/in/aarav-singh-966
Gaurav Chawla,IIM Calcutta,BBA,Marketing,2025,"Pune, Maharashtra","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",None,None,https://www.linkedin.com/in/gaurav-chawla-589
Vikram Patel,FMS Delhi,MBA,Management Consulting,2027,Delhi NCR,"Strategic Frameworks, Case Analysis, Market Entry, Operations Strategy",None,None,https://www.linkedin.com/in/vikram-patel-803
Amit Singh,Shaheed Sukhdev College of Business Studies,BBA,Marketing,2026,"Hyderabad, Telangana","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",Product Management Certificate,Operations Consultant Intern at EY (3 Months),https://www.linkedin.com/in/amit-singh-305
Gaurav Das,Christ University,MBA,Management Consulting,2026,Delhi NCR,"Strategic Frameworks, Case Analysis, Market Entry, Operations Strategy",None,Operations Consultant Intern at EY (3 Months),https://www.linkedin.com/in/gaurav-das-672
Gaurav Gupta,XLRI Jamshedpur,MBA,Operations & Supply Chain,2026,"Chennai, Tamil Nadu","Supply Chain Optimization, Lean Six Sigma, Logistics, Inventory Management",None,Business Analyst Intern at HDFC Bank (2 Months),https://www.linkedin.com/in/gaurav-gupta-941
Tanvi Mishra,XLRI Jamshedpur,MBA,Operations & Supply Chain,2024,"Chennai, Tamil Nadu","Supply Chain Optimization, Lean Six Sigma, Logistics, Inventory Management",Google Project Management Certificate,HR Generalist Intern at EY (2 Months),https://www.linkedin.com/in/tanvi-mishra-978
Aarav Kapoor,IIM Calcutta,MBA,Business Analytics,2026,"Pune, Maharashtra","Python, SQL, Tableau, Power BI, Predictive Modeling, Machine Learning",Google Data Analytics Professional,None,https://www.linkedin.com/in/aarav-kapoor-365
Siddharth Sen,Delhi University,MBA,Human Resources,2024,"Bengaluru, Karnataka","Talent Acquisition, Employee Engagement, Labor Laws, Performance Management",None,Business Analyst Intern at Reliance Industries (5 Months),https://www.linkedin.com/in/siddharth-sen-210
Diya Reddy,NMIMS Mumbai,MBA,Management Consulting,2024,Delhi NCR,"Strategic Frameworks, Case Analysis, Market Entry, Operations Strategy",None,HR Generalist Intern at Tata Consultancy Services (3 Months),https://www.linkedin.com/in/diya-reddy-263
Pooja Mehta,IIM Bangalore,MBA,Operations & Supply Chain,2025,"Pune, Maharashtra","Supply Chain Optimization, Lean Six Sigma, Logistics, Inventory Management",None,Marketing Intern at KPMG (2 Months),https://www.linkedin.com/in/pooja-mehta-364
Vikram Singh,NMIMS Mumbai,MBA,Finance,2024,Delhi NCR,"Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",NCFM Certification,Marketing Intern at HDFC Bank (4 Months),https://www.linkedin.com/in/vikram-singh-754
Amit Kapoor,IIM Bangalore,MBA,Management Consulting,2026,"Mumbai, Maharashtra","Strategic Frameworks, Case Analysis, Market Entry, Operations Strategy",None,HR Generalist Intern at KPMG (3 Months),https://www.linkedin.com/in/amit-kapoor-874
Rahul Patel,IIM Ahmedabad,MBA,Management Consulting,2024,"Bengaluru, Karnataka","Strategic Frameworks, Case Analysis, Market Entry, Operations Strategy",None,Business Analyst Intern at Tata Consultancy Services (2 Months),https://www.linkedin.com/in/rahul-patel-125
Tanvi Singh,IIM Calcutta,MBA,Management Consulting,2027,"Pune, Maharashtra","Strategic Frameworks, Case Analysis, Market Entry, Operations Strategy",Google Project Management Certificate,Marketing Intern at Tata Consultancy Services (2 Months),https://www.linkedin.com/in/tanvi-singh-512
Ananya Verma,Delhi University,MBA,Finance,2025,"Bengaluru, Karnataka","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",None,Business Analyst Intern at ICICI Bank (3 Months),https://www.linkedin.com/in/ananya-verma-690
Vikram Das,IIM Ahmedabad,BBA,General Management,2026,"Mumbai, Maharashtra","Business Strategy, Leadership, Financial Accounting, Operations Management",Project Management Professional (PMP) Basics,Operations Consultant Intern at ICICI Bank (6 Months),https://www.linkedin.com/in/vikram-das-469
Meera Sen,Delhi University,MBA,Human Resources,2024,"Pune, Maharashtra","Talent Acquisition, Employee Engagement, Labor Laws, Performance Management",None,Financial Analyst Intern at Amazon (6 Months),https://www.linkedin.com/in/meera-sen-331
Isha Verma,NMIMS Mumbai,MBA,Marketing,2027,"Mumbai, Maharashtra","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",None,None,https://www.linkedin.com/in/isha-verma-137
Riya Mehta,FMS Delhi,BBA,General Management,2026,"Mumbai, Maharashtra","Business Strategy, Leadership, Financial Accounting, Operations Management",None,Financial Analyst Intern at Tata Consultancy Services (6 Months),https://www.linkedin.com/in/riya-mehta-442
Arjun Singh,NMIMS Mumbai,MBA,Management Consulting,2026,"Mumbai, Maharashtra","Strategic Frameworks, Case Analysis, Market Entry, Operations Strategy",None,Marketing Intern at Flipkart (6 Months),https://www.linkedin.com/in/arjun-singh-623
Gaurav Kapoor,Delhi University,MBA,Management Consulting,2027,"Bengaluru, Karnataka","Strategic Frameworks, Case Analysis, Market Entry, Operations Strategy",None,Marketing Intern at HDFC Bank (2 Months),https://www.linkedin.com/in/gaurav-kapoor-455
Aditya Nair,SPJIMR Mumbai,MBA,Human Resources,2025,"Bengaluru, Karnataka","Talent Acquisition, Employee Engagement, Labor Laws, Performance Management",None,Operations Consultant Intern at Tata Consultancy Services (4 Months),https://www.linkedin.com/in/aditya-nair-964
Meera Chawla,IIM Calcutta,BBA,Finance,2026,"Hyderabad, Telangana","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",CFA Level 1,HR Generalist Intern at ICICI Bank (5 Months),https://www.linkedin.com/in/meera-chawla-227
Gaurav Das,NMIMS Mumbai,BBA,General Management,2025,"Mumbai, Maharashtra","Business Strategy, Leadership, Financial Accounting, Operations Management",Project Management Professional (PMP) Basics,Financial Analyst Intern at Flipkart (6 Months),https://www.linkedin.com/in/gaurav-das-818
Arjun Mehta,IIM Ahmedabad,BBA,Digital Marketing,2026,"Pune, Maharashtra","Social Media Marketing, Google Ads, Content Strategy, Copywriting",Google Project Management Certificate,Marketing Intern at Amazon (6 Months),https://www.linkedin.com/in/arjun-mehta-669
Amit Das,SPJIMR Mumbai,BBA,General Management,2026,"Hyderabad, Telangana","Business Strategy, Leadership, Financial Accounting, Operations Management",None,HR Generalist Intern at EY (4 Months),https://www.linkedin.com/in/amit-das-349
Diya Mishra,IIM Calcutta,MBA,Marketing,2025,"Pune, Maharashtra","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",Google Digital Marketing Certified,HR Generalist Intern at Flipkart (6 Months),https://www.linkedin.com/in/diya-mishra-580
Aarav Gupta,NMIMS Mumbai,BBA,Data Analytics,2026,Delhi NCR,"SQL, Excel, Tableau, Data Cleaning, Python",IBM Data Science Professional Certificate,Business Analyst Intern at Amazon (4 Months),https://www.linkedin.com/in/aarav-gupta-240
Vikram Kapoor,IIM Ahmedabad,MBA,Management Consulting,2027,"Bengaluru, Karnataka","Strategic Frameworks, Case Analysis, Market Entry, Operations Strategy",Google Project Management Certificate,Financial Analyst Intern at KPMG (4 Months),https://www.linkedin.com/in/vikram-kapoor-352
Rohan Patel,Delhi University,MBA,Business Analytics,2025,"Pune, Maharashtra","Python, SQL, Tableau, Power BI, Predictive Modeling, Machine Learning",Google Data Analytics Professional,Operations Consultant Intern at ICICI Bank (5 Months),https://www.linkedin.com/in/rohan-patel-750
Ananya Sen,XLRI Jamshedpur,MBA,Business Analytics,2025,"Mumbai, Maharashtra","Python, SQL, Tableau, Power BI, Predictive Modeling, Machine Learning",SQL Advanced Certificate,Business Analyst Intern at Reliance Industries (5 Months),https://www.linkedin.com/in/ananya-sen-872
Siddharth Das,Delhi University,MBA,Marketing,2027,"Hyderabad, Telangana","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",Product Management Certificate,HR Generalist Intern at HDFC Bank (2 Months),https://www.linkedin.com/in/siddharth-das-705
Riya Joshi,Delhi University,BBA,Data Analytics,2024,Delhi NCR,"SQL, Excel, Tableau, Data Cleaning, Python",IBM Data Science Professional Certificate,None,https://www.linkedin.com/in/riya-joshi-494
Amit Chawla,Symbiosis International University,BBA,General Management,2027,"Chennai, Tamil Nadu","Business Strategy, Leadership, Financial Accounting, Operations Management",None,Operations Consultant Intern at EY (6 Months),https://www.linkedin.com/in/amit-chawla-370
Ananya Patel,Shaheed Sukhdev College of Business Studies,BBA,Data Analytics,2024,"Mumbai, Maharashtra","SQL, Excel, Tableau, Data Cleaning, Python",IBM Data Science Professional Certificate,Operations Consultant Intern at PwC (4 Months),https://www.linkedin.com/in/ananya-patel-424
